,States,Years,Quarter,Transaction_type,Transaction_count,Transaction_amount
3244,puducherry,2018,1,Recharge & bill payments,53125,9704752.648983236
3245,puducherry,2018,1,Peer-to-peer payments,40303,147834476.16250613
3246,puducherry,2018,1,Merchant payments,4163,4427034.0315394765
3247,puducherry,2018,1,Financial Services,2086,565799.4553442572
3248,puducherry,2018,1,Others,4535,3293909.0714630377
3249,puducherry,2018,2,Recharge & bill payments,59867,14607336.895731753
3250,puducherry,2018,2,Peer-to-peer payments,57751,261299695.1891191
3251,puducherry,2018,2,Merchant payments,6904,6103101.528770715
3252,puducherry,2018,2,Financial Services,2105,822585.95719087
3253,puducherry,2018,2,Others,3634,2968399.9616244407
3254,puducherry,2018,3,Peer-to-peer payments,101817,378368361.36171496
3255,puducherry,2018,3,Recharge & bill payments,67909,19654338.114449568
3256,puducherry,2018,3,Merchant payments,14384,16102024.2759922
3257,puducherry,2018,3,Financial Services,1766,395306.6421075966
3258,puducherry,2018,3,Others,4395,3138045.0999426576
3259,puducherry,2018,4,Peer-to-peer payments,173170,569825171.3369759
3260,puducherry,2018,4,Recharge & bill payments,95788,25159891.51570208
3261,puducherry,2018,4,Merchant payments,29470,25999609.7587573
3262,puducherry,2018,4,Financial Services,3490,689170.0726864681
3263,puducherry,2018,4,Others,6046,4017822.739373042
3264,puducherry,2019,1,Peer-to-peer payments,313822,835983054.254643
3265,puducherry,2019,1,Recharge & bill payments,124092,32635247.523153085
3266,puducherry,2019,1,Merchant payments,54518,33763704.68083725
3267,puducherry,2019,1,Financial Services,3165,337570.322842385
3268,puducherry,2019,1,Others,5495,3753447.525046112
3269,puducherry,2019,2,Peer-to-peer payments,331248,1109343371.746654
3270,puducherry,2019,2,Recharge & bill payments,147585,46876569.36325147
3271,puducherry,2019,2,Merchant payments,92941,49963601.61554676
3272,puducherry,2019,2,Financial Services,1524,469351.5481967761
3273,puducherry,2019,2,Others,6779,4794015.854158426
3274,puducherry,2019,3,Peer-to-peer payments,394866,1316118199.672093
3275,puducherry,2019,3,Recharge & bill payments,158483,57003044.29549825
3276,puducherry,2019,3,Merchant payments,156137,82601335.47825414
3277,puducherry,2019,3,Financial Services,1090,528680.8975952889
3278,puducherry,2019,3,Others,6250,4457097.111970215
3279,puducherry,2019,4,Peer-to-peer payments,559670,1725523873.442102
3280,puducherry,2019,4,Merchant payments,249621,128039884.38667427
3281,puducherry,2019,4,Recharge & bill payments,195707,74383571.67593375
3282,puducherry,2019,4,Financial Services,1481,391196.1284481905
3283,puducherry,2019,4,Others,6176,3689792.245744483
3284,puducherry,2020,1,Peer-to-peer payments,600290,1919499665.8834748
3285,puducherry,2020,1,Merchant payments,349788,184925417.68654612
3286,puducherry,2020,1,Recharge & bill payments,251115,96515615.43520354
3287,puducherry,2020,1,Financial Services,1527,858236.5498234634
3288,puducherry,2020,1,Others,5201,3478541.524535387
3289,puducherry,2020,2,Peer-to-peer payments,468789,1680190117.5830743
3290,puducherry,2020,2,Recharge & bill payments,310746,115223074.03158064
3291,puducherry,2020,2,Merchant payments,249951,160931601.28167117
3292,puducherry,2020,2,Financial Services,1555,2339469.003658029
3293,puducherry,2020,2,Others,2342,1346718.5876069884
3294,puducherry,2020,3,Peer-to-peer payments,855511,3116583524.6597652
3295,puducherry,2020,3,Merchant payments,560420,335583369.656126
3296,puducherry,2020,3,Recharge & bill payments,306852,138925436.52727452
3297,puducherry,2020,3,Financial Services,3039,4788490.3633705
3298,puducherry,2020,3,Others,5080,2199408.2280669413
3299,puducherry,2020,4,Peer-to-peer payments,1211359,4090057482.9812045
3300,puducherry,2020,4,Merchant payments,1108292,647985607.5763036
3301,puducherry,2020,4,Recharge & bill payments,383707,184037245.74375987
3302,puducherry,2020,4,Financial Services,3783,3888988.236763457
3303,puducherry,2020,4,Others,8862,4556893.133174548
3304,puducherry,2021,1,Peer-to-peer payments,1406958,4798646712.501943
3305,puducherry,2021,1,Merchant payments,1385444,857787315.6292762
3306,puducherry,2021,1,Recharge & bill payments,504499,231829246.92353857
3307,puducherry,2021,1,Financial Services,5073,5953397.434996936
3308,puducherry,2021,1,Others,7458,5092899.253895952
3309,puducherry,2021,2,Peer-to-peer payments,1581221,5266478797.142263
3310,puducherry,2021,2,Merchant payments,1437110,932602617.3169692
3311,puducherry,2021,2,Recharge & bill payments,719252,289799593.1571478
3312,puducherry,2021,2,Financial Services,4851,4980243.907969391
3313,puducherry,2021,2,Others,8953,4973445.019544071
3314,puducherry,2021,3,Merchant payments,2273996,1443176801.0606492
3315,puducherry,2021,3,Peer-to-peer payments,2089199,6918396493.778431
3316,puducherry,2021,3,Recharge & bill payments,741388,356068931.7441095
3317,puducherry,2021,3,Financial Services,4733,5523949.081350253
3318,puducherry,2021,3,Others,12410,6808255.349929206
3319,puducherry,2021,4,Merchant payments,3052713,1864951565.928207
3320,puducherry,2021,4,Peer-to-peer payments,2530821,8113722339.447034
3321,puducherry,2021,4,Recharge & bill payments,762641,428453211.3120815
3322,puducherry,2021,4,Financial Services,5995,7655925.10855468
3323,puducherry,2021,4,Others,16640,8868759.43463589
3324,puducherry,2022,1,Merchant payments,3723135,2199614586.4039083
3325,puducherry,2022,1,Peer-to-peer payments,2901199,9407577501.769796
3326,puducherry,2022,1,Recharge & bill payments,715338,460522863.7855054
3327,puducherry,2022,1,Financial Services,6203,8184455.912082582
3328,puducherry,2022,1,Others,13301,7575497.515363299
3329,puducherry,2022,2,Merchant payments,4613049,2693234774.5574756
3330,puducherry,2022,2,Peer-to-peer payments,3242208,10537267921.61604
3331,puducherry,2022,2,Recharge & bill payments,773154,535604974.57621765
3332,puducherry,2022,2,Financial Services,4914,6556452.522381971
3333,puducherry,2022,2,Others,10362,6081132.496780836
3334,puducherry,2022,3,Merchant payments,3992974,2322908508.7835197
3335,puducherry,2022,3,Peer-to-peer payments,2474932,8058325855.623236
3336,puducherry,2022,3,Recharge & bill payments,564285,463054690.5826355
3337,puducherry,2022,3,Financial Services,4621,5514275.578545391
3338,puducherry,2022,3,Others,5915,4514380.573011656
3339,puducherry,2022,4,Merchant payments,4464977,2534351530.8368397
3340,puducherry,2022,4,Peer-to-peer payments,2547018,8141612224.034059
3341,puducherry,2022,4,Recharge & bill payments,531963,453692483.7752487
3342,puducherry,2022,4,Financial Services,6073,7875178.045195433
3343,puducherry,2022,4,Others,6096,4673460.483150147
3344,puducherry,2023,1,Merchant payments,6210806,3316530650.0
3345,puducherry,2023,1,Peer-to-peer payments,3253673,10233359658.0
3346,puducherry,2023,1,Recharge & bill payments,665403,659444437.0
3347,puducherry,2023,1,Financial Services,6899,7467930.0
3348,puducherry,2023,1,Others,7514,5585831.0
3349,puducherry,2023,2,Merchant payments,6947299,3741027689.0
3350,puducherry,2023,2,Peer-to-peer payments,3454536,10911578720.0
3351,puducherry,2023,2,Recharge & bill payments,716315,721293051.0
3352,puducherry,2023,2,Financial Services,5894,7597615.0
3353,puducherry,2023,2,Others,6282,5236182.0
3354,puducherry,2023,3,Merchant payments,7931739,4179109351.0
3355,puducherry,2023,3,Peer-to-peer payments,3700961,11504274941.0
3356,puducherry,2023,3,Recharge & bill payments,733610,749217503.0
3357,puducherry,2023,3,Financial Services,7290,7192768.0
3358,puducherry,2023,3,Others,6041,4697276.0
3359,puducherry,2023,4,Merchant payments,8375075,4370563512.0
3360,puducherry,2023,4,Peer-to-peer payments,3860142,11819316619.0
3361,puducherry,2023,4,Recharge & bill payments,737154,820859102.0
3362,puducherry,2023,4,Financial Services,7952,9479756.0
3363,puducherry,2023,4,Others,5840,4291561.0
3364,puducherry,2024,1,Merchant payments,8721907,4329956028.0
3365,puducherry,2024,1,Peer-to-peer payments,3970891,12177414629.0
3366,puducherry,2024,1,Recharge & bill payments,740529,864726690.0
3367,puducherry,2024,1,Financial Services,8561,10368835.0
3368,puducherry,2024,1,Others,5062,4015795.0
3369,punjab,2018,1,Recharge & bill payments,946338,196018621.35851485
3370,punjab,2018,1,Peer-to-peer payments,690684,2412434633.5413933
3371,punjab,2018,1,Merchant payments,87477,83873893.96204324
3372,punjab,2018,1,Financial Services,60688,11162488.423236402
3373,punjab,2018,1,Others,85246,77268587.56920797
3374,punjab,2018,2,Recharge & bill payments,1262450,395417027.849745
3375,punjab,2018,2,Peer-to-peer payments,1017159,4036457553.7177477
3376,punjab,2018,2,Merchant payments,147667,159406610.2632674
3377,punjab,2018,2,Financial Services,82256,17719391.411258094
3378,punjab,2018,2,Others,71631,75671628.7650177
3379,punjab,2018,3,Peer-to-peer payments,1684209,6173898400.559117
3380,punjab,2018,3,Recharge & bill payments,1381730,622737633.7524918
3381,punjab,2018,3,Merchant payments,274458,194883994.57571086
3382,punjab,2018,3,Financial Services,54285,9429174.53468925
3383,punjab,2018,3,Others,67426,64737840.39918464
3384,punjab,2018,4,Peer-to-peer payments,2269375,9404088424.489891
3385,punjab,2018,4,Recharge & bill payments,1817964,825449591.241031
3386,punjab,2018,4,Merchant payments,648096,455091549.5918779
3387,punjab,2018,4,Financial Services,62453,11832962.875482317
3388,punjab,2018,4,Others,89249,85520045.45150709
3389,punjab,2019,1,Peer-to-peer payments,4026294,12027441595.712797
3390,punjab,2019,1,Recharge & bill payments,2304690,986004867.8072444
3391,punjab,2019,1,Merchant payments,711152,478382600.617519
3392,punjab,2019,1,Financial Services,45621,6871295.954710579
3393,punjab,2019,1,Others,84380,75789641.76089522
3394,punjab,2019,2,Peer-to-peer payments,4140474,16258891447.321405
3395,punjab,2019,2,Recharge & bill payments,2815047,1440058991.4565237
3396,punjab,2019,2,Merchant payments,1407963,815090878.0150015
3397,punjab,2019,2,Financial Services,37435,6876144.454559349
3398,punjab,2019,2,Others,108911,93875933.52482703
3399,punjab,2019,3,Peer-to-peer payments,4726946,19146726286.636036
3400,punjab,2019,3,Recharge & bill payments,3455594,2481094964.9170833
3401,punjab,2019,3,Merchant payments,2374014,1183743251.2734203
3402,punjab,2019,3,Financial Services,32359,7912219.734296376
3403,punjab,2019,3,Others,117899,86338883.28250344
3404,punjab,2019,4,Peer-to-peer payments,6386367,25564144629.75061
3405,punjab,2019,4,Recharge & bill payments,4068332,2622222199.1884565
3406,punjab,2019,4,Merchant payments,3122413,1741259163.3677325
3407,punjab,2019,4,Financial Services,22956,6382345.429778575
3408,punjab,2019,4,Others,98557,55793908.45587015
3409,punjab,2020,1,Peer-to-peer payments,6339183,26350005915.230072
3410,punjab,2020,1,Recharge & bill payments,4935115,2767419472.6505165
3411,punjab,2020,1,Merchant payments,3838480,2196329615.3949203
3412,punjab,2020,1,Financial Services,17924,10987850.955996178
3413,punjab,2020,1,Others,87082,49442411.668161854
3414,punjab,2020,2,Recharge & bill payments,6064807,3089758241.1281967
3415,punjab,2020,2,Peer-to-peer payments,5639212,25074384847.498463
3416,punjab,2020,2,Merchant payments,2290868,2058898904.3613408
3417,punjab,2020,2,Financial Services,23314,23704957.876037344
3418,punjab,2020,2,Others,63093,37907301.34960769
3419,punjab,2020,3,Peer-to-peer payments,7354451,32477438924.476498
3420,punjab,2020,3,Recharge & bill payments,5478668,4066750820.6407743
3421,punjab,2020,3,Merchant payments,4261548,3490665357.291087
3422,punjab,2020,3,Financial Services,32390,42060249.32847581
3423,punjab,2020,3,Others,82516,46176796.076553434
3424,punjab,2020,4,Peer-to-peer payments,9609405,43286909256.83391
3425,punjab,2020,4,Merchant payments,7144295,6142380827.109474
3426,punjab,2020,4,Recharge & bill payments,6072201,4201551869.9511185
3427,punjab,2020,4,Financial Services,38820,51677182.316327386
3428,punjab,2020,4,Others,133204,92887343.34418696
3429,punjab,2021,1,Peer-to-peer payments,10951083,46908632143.31532
3430,punjab,2021,1,Merchant payments,9333364,7651004598.907397
3431,punjab,2021,1,Recharge & bill payments,6332928,3980874403.2760215
3432,punjab,2021,1,Financial Services,43094,52009482.41407214
3433,punjab,2021,1,Others,110366,98366463.19387978
3434,punjab,2021,2,Peer-to-peer payments,13180933,55282486111.30394
3435,punjab,2021,2,Merchant payments,11225598,9710508482.436422
3436,punjab,2021,2,Recharge & bill payments,7591039,4370756868.518326
3437,punjab,2021,2,Financial Services,46218,53309051.06501615
3438,punjab,2021,2,Others,127460,113998049.29147904
3439,punjab,2021,3,Peer-to-peer payments,17024782,66149902036.358826
3440,punjab,2021,3,Merchant payments,16837685,14103740968.543571
3441,punjab,2021,3,Recharge & bill payments,8465739,5540272095.274853
3442,punjab,2021,3,Financial Services,43789,63576666.590925634
3443,punjab,2021,3,Others,161494,135069073.84402025
3444,punjab,2021,4,Merchant payments,22669743,20753662875.546524
3445,punjab,2021,4,Peer-to-peer payments,20663881,83611403637.31992
3446,punjab,2021,4,Recharge & bill payments,8765579,6107473171.935022
3447,punjab,2021,4,Financial Services,58581,86356456.60324252
3448,punjab,2021,4,Others,201576,151230100.5948589
3449,punjab,2022,1,Merchant payments,25979197,23217511696.823074
3450,punjab,2022,1,Peer-to-peer payments,22354946,88645204328.52362
3451,punjab,2022,1,Recharge & bill payments,9188439,6317909908.645241
3452,punjab,2022,1,Financial Services,57561,83933665.00820544
3453,punjab,2022,1,Others,178159,125418506.96271203
3454,punjab,2022,2,Merchant payments,35941880,28585688543.687046
3455,punjab,2022,2,Peer-to-peer payments,25952349,100938068541.26062
3456,punjab,2022,2,Recharge & bill payments,10161030,7652499714.013335
3457,punjab,2022,2,Financial Services,50483,57234782.46271807
3458,punjab,2022,2,Others,167081,111934787.80332904
3459,punjab,2022,3,Merchant payments,43089589,32370885165.312702
3460,punjab,2022,3,Peer-to-peer payments,29862592,107653378074.87231
3461,punjab,2022,3,Recharge & bill payments,11017816,9119649328.792372
3462,punjab,2022,3,Financial Services,57979,68249938.53956848
3463,punjab,2022,3,Others,149921,107280498.83777893
3464,punjab,2022,4,Merchant payments,48358802,38162493193.40967
3465,punjab,2022,4,Peer-to-peer payments,32377106,120512767954.99376
3466,punjab,2022,4,Recharge & bill payments,10895208,9248445985.684328
3467,punjab,2022,4,Financial Services,62809,72160390.22791913
3468,punjab,2022,4,Others,141255,111559653.62333827
3469,punjab,2023,1,Merchant payments,50683710,37462999833.0
3470,punjab,2023,1,Peer-to-peer payments,33701280,126365345151.0
3471,punjab,2023,1,Recharge & bill payments,12305439,11478972029.0
3472,punjab,2023,1,Financial Services,70521,79209681.0
3473,punjab,2023,1,Others,149871,122150166.0
3474,punjab,2023,2,Merchant payments,64565961,41553118124.0
3475,punjab,2023,2,Peer-to-peer payments,39301140,140243650141.0
3476,punjab,2023,2,Recharge & bill payments,13207924,12183745216.0
3477,punjab,2023,2,Financial Services,76961,95312222.0
3478,punjab,2023,2,Others,138303,105749751.0
3479,punjab,2023,3,Merchant payments,74881815,46565196649.0
3480,punjab,2023,3,Peer-to-peer payments,43379354,145286422875.0
3481,punjab,2023,3,Recharge & bill payments,13684178,13149660821.0
3482,punjab,2023,3,Financial Services,92473,129392229.0
3483,punjab,2023,3,Others,123361,94910163.0
3484,punjab,2023,4,Merchant payments,81248644,54620603519.0
3485,punjab,2023,4,Peer-to-peer payments,47365190,161825075689.0
3486,punjab,2023,4,Recharge & bill payments,13392115,14445536415.0
3487,punjab,2023,4,Financial Services,102014,156978606.0
3488,punjab,2023,4,Others,121032,91267936.0
3489,punjab,2024,1,Merchant payments,82004146,54424588041.0
3490,punjab,2024,1,Peer-to-peer payments,46824100,154223751669.0
3491,punjab,2024,1,Recharge & bill payments,13489430,14372835813.0
3492,punjab,2024,1,Financial Services,99631,178070057.0
3493,punjab,2024,1,Others,119872,104174742.0
3494,rajasthan,2018,1,Recharge & bill payments,4305940,868358581.1737025
3495,rajasthan,2018,1,Peer-to-peer payments,2540658,7547652852.662634
3496,rajasthan,2018,1,Financial Services,202537,37125466.49571308
3497,rajasthan,2018,1,Merchant payments,184127,201212697.26059398
3498,rajasthan,2018,1,Others,358428,271943533.1341365
3499,rajasthan,2018,2,Recharge & bill payments,5288093,1511007056.105427
3500,rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602.422176
3501,rajasthan,2018,2,Merchant payments,345752,342809667.5935513
3502,rajasthan,2018,2,Financial Services,279471,52145152.93902289
3503,rajasthan,2018,2,Others,289826,311536696.6979239
3504,rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922.14291
3505,rajasthan,2018,3,Recharge & bill payments,5894660,2252031409.939968
3506,rajasthan,2018,3,Merchant payments,711240,445504998.0014268
3507,rajasthan,2018,3,Financial Services,230083,30185982.18078412
3508,rajasthan,2018,3,Others,300323,302431358.9473551
3509,rajasthan,2018,4,Peer-to-peer payments,10752729,33578327037.682457
3510,rajasthan,2018,4,Recharge & bill payments,7557003,2743591538.8320713
3511,rajasthan,2018,4,Merchant payments,1985927,1172254323.9731452
3512,rajasthan,2018,4,Financial Services,311632,40412563.014562674
3513,rajasthan,2018,4,Others,352432,374501619.8364362
3514,rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722.22856
3515,rajasthan,2019,1,Recharge & bill payments,11650961,3821181816.6204696
3516,rajasthan,2019,1,Merchant payments,3921438,1664209334.5681162
3517,rajasthan,2019,1,Financial Services,359993,36340412.57538466
3518,rajasthan,2019,1,Others,402042,373355289.5614773
3519,rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089.34059
3520,rajasthan,2019,2,Recharge & bill payments,14968290,5709279550.854211
3521,rajasthan,2019,2,Merchant payments,9026751,3435472167.201069
3522,rajasthan,2019,2,Financial Services,182685,34134486.762421735
3523,rajasthan,2019,2,Others,573881,461962878.5071422
3524,rajasthan,2019,3,Peer-to-peer payments,29885618,97443950786.5758
3525,rajasthan,2019,3,Merchant payments,19646612,6705923742.563935
3526,rajasthan,2019,3,Recharge & bill payments,16970783,7872719571.602099
3527,rajasthan,2019,3,Financial Services,217029,37899900.33366185
3528,rajasthan,2019,3,Others,583575,407796030.8547787
3529,rajasthan,2019,4,Peer-to-peer payments,43354317,140449134717.291
3530,rajasthan,2019,4,Recharge & bill payments,20604852,9028860435.054995
3531,rajasthan,2019,4,Merchant payments,20544791,9721826538.354998
3532,rajasthan,2019,4,Financial Services,101805,25014672.38444693
3533,rajasthan,2019,4,Others,468477,227573686.58499068
3534,rajasthan,2020,1,Peer-to-peer payments,48269912,165468574323.88968
3535,rajasthan,2020,1,Merchant payments,27880848,13643061482.35596
3536,rajasthan,2020,1,Recharge & bill payments,25631131,10961167179.81334
3537,rajasthan,2020,1,Financial Services,72604,34466606.25327997
3538,rajasthan,2020,1,Others,404317,200968968.6958118
3539,rajasthan,2020,2,Peer-to-peer payments,49160792,166176386876.30048
3540,rajasthan,2020,2,Recharge & bill payments,31681776,13014051935.53691
3541,rajasthan,2020,2,Merchant payments,20756594,14354151782.39264
3542,rajasthan,2020,2,Financial Services,92875,76662259.20544848
3543,rajasthan,2020,2,Others,262619,142020149.829893
3544,rajasthan,2020,3,Peer-to-peer payments,73247856,249006720239.33432
3545,rajasthan,2020,3,Merchant payments,45149210,27714680562.343937
3546,rajasthan,2020,3,Recharge & bill payments,30148875,16650017440.553333
3547,rajasthan,2020,3,Financial Services,146383,113675141.51464571
3548,rajasthan,2020,3,Others,396352,193212778.7117864
3549,rajasthan,2020,4,Peer-to-peer payments,88730951,321280847680.95026
3550,rajasthan,2020,4,Merchant payments,67367264,46142484518.08269
3551,rajasthan,2020,4,Recharge & bill payments,33455755,18123908525.97014
3552,rajasthan,2020,4,Financial Services,169294,136058685.85299307
3553,rajasthan,2020,4,Others,560171,351480425.6482615
3554,rajasthan,2021,1,Peer-to-peer payments,116733195,408190388154.2274
3555,rajasthan,2021,1,Merchant payments,96394132,61936457709.223076
3556,rajasthan,2021,1,Recharge & bill payments,38919519,20855464604.344055
3557,rajasthan,2021,1,Financial Services,192936,162581466.93308985
3558,rajasthan,2021,1,Others,491137,347689722.9177618
3559,rajasthan,2021,2,Peer-to-peer payments,139277445,467784146764.7472
3560,rajasthan,2021,2,Merchant payments,97860493,69922875807.46701
3561,rajasthan,2021,2,Recharge & bill payments,49501703,23387103755.819714
3562,rajasthan,2021,2,Financial Services,216441,186606893.61035594
3563,rajasthan,2021,2,Others,620957,422031947.60023904
3564,rajasthan,2021,3,Peer-to-peer payments,181742972,575912799217.8965
3565,rajasthan,2021,3,Merchant payments,167819345,105548321875.05884
3566,rajasthan,2021,3,Recharge & bill payments,49709657,28335516739.41771
3567,rajasthan,2021,3,Financial Services,197211,190362135.86135098
3568,rajasthan,2021,3,Others,815568,524328574.25040925
3569,rajasthan,2021,4,Merchant payments,221774624,151967969235.0213
3570,rajasthan,2021,4,Peer-to-peer payments,212937264,718215327365.9165
3571,rajasthan,2021,4,Recharge & bill payments,51610607,32831163302.92643
3572,rajasthan,2021,4,Financial Services,265091,263180819.6932125
3573,rajasthan,2021,4,Others,1034011,656777820.7586894
3574,rajasthan,2022,1,Merchant payments,267467038,171182113048.26318
3575,rajasthan,2022,1,Peer-to-peer payments,241739380,814525435614.1678
3576,rajasthan,2022,1,Recharge & bill payments,54555117,35542881861.07577
3577,rajasthan,2022,1,Financial Services,244029,243340851.71204624
3578,rajasthan,2022,1,Others,956656,556409604.9103613
3579,rajasthan,2022,2,Merchant payments,336900860,208238945148.44
3580,rajasthan,2022,2,Peer-to-peer payments,263380560,905641041298.7231
3581,rajasthan,2022,2,Recharge & bill payments,59879660,38325678033.564705
3582,rajasthan,2022,2,Financial Services,170705,175399371.37748802
3583,rajasthan,2022,2,Others,838365,452454748.2866859
3584,rajasthan,2022,3,Merchant payments,398104319,230609701751.02283
3585,rajasthan,2022,3,Peer-to-peer payments,299383118,961209376585.5621
3586,rajasthan,2022,3,Recharge & bill payments,69118763,46000391408.24405
3587,rajasthan,2022,3,Financial Services,215235,220271929.84233993
3588,rajasthan,2022,3,Others,719925,449514643.6055006
3589,rajasthan,2022,4,Merchant payments,457778005,275194969877.524
3590,rajasthan,2022,4,Peer-to-peer payments,334316758,1130380720682.5203
3591,rajasthan,2022,4,Recharge & bill payments,72510470,50609988781.94313
3592,rajasthan,2022,4,Financial Services,244442,270658680.97924906
3593,rajasthan,2022,4,Others,725173,500361375.69058275
3594,rajasthan,2023,1,Merchant payments,484552414,276693132279.0
3595,rajasthan,2023,1,Peer-to-peer payments,353301155,1216864232698.0
3596,rajasthan,2023,1,Recharge & bill payments,82232131,60583110261.0
3597,rajasthan,2023,1,Financial Services,259195,274450998.0
3598,rajasthan,2023,1,Others,751791,498449614.0
3599,rajasthan,2023,2,Merchant payments,592487449,310487787699.0
3600,rajasthan,2023,2,Peer-to-peer payments,389865502,1321457235324.0
3601,rajasthan,2023,2,Recharge & bill payments,90082184,65720609268.0
3602,rajasthan,2023,2,Financial Services,289948,328805088.0
3603,rajasthan,2023,2,Others,734255,461148921.0
3604,rajasthan,2023,3,Merchant payments,704324393,341799936129.0
3605,rajasthan,2023,3,Peer-to-peer payments,438800339,1385976868598.0
3606,rajasthan,2023,3,Recharge & bill payments,93085762,71540658202.0
3607,rajasthan,2023,3,Financial Services,359675,484002475.0
3608,rajasthan,2023,3,Others,661998,423978212.0
3609,rajasthan,2023,4,Merchant payments,766981185,396873110176.0
3610,rajasthan,2023,4,Peer-to-peer payments,484250991,1587157118494.0
3611,rajasthan,2023,4,Recharge & bill payments,97092812,81348244193.0
3612,rajasthan,2023,4,Financial Services,443168,570385125.0
3613,rajasthan,2023,4,Others,703998,430749813.0
3614,rajasthan,2024,1,Merchant payments,919893321,461976302970.0
3615,rajasthan,2024,1,Peer-to-peer payments,566762679,1797249393778.0
3616,rajasthan,2024,1,Recharge & bill payments,111655206,90033046149.0
3617,rajasthan,2024,1,Financial Services,475140,770584971.0
3618,rajasthan,2024,1,Others,687661,470845922.0
3619,sikkim,2018,1,Recharge & bill payments,26965,4823943.542263939
3620,sikkim,2018,1,Peer-to-peer payments,13559,56334584.632872
3621,sikkim,2018,1,Merchant payments,1349,1677583.1440411464
3622,sikkim,2018,1,Financial Services,608,86906.81958101383
3623,sikkim,2018,1,Others,1597,1727920.8016103164
3624,sikkim,2018,2,Recharge & bill payments,45435,9465769.856051585
3625,sikkim,2018,2,Peer-to-peer payments,24237,127051984.3879841
3626,sikkim,2018,2,Merchant payments,2556,4713227.148135973
3627,sikkim,2018,2,Financial Services,562,218130.12995975127
3628,sikkim,2018,2,Others,1788,2243974.0076642134
3629,sikkim,2018,3,Recharge & bill payments,58421,12221506.18938216
3630,sikkim,2018,3,Peer-to-peer payments,43195,215547415.4557628
3631,sikkim,2018,3,Merchant payments,4521,5322296.747954514
3632,sikkim,2018,3,Financial Services,562,261766.8021705601
3633,sikkim,2018,3,Others,1801,1727241.758047811
3634,sikkim,2018,4,Recharge & bill payments,79232,16713780.628117373
3635,sikkim,2018,4,Peer-to-peer payments,65451,351253329.74205655
3636,sikkim,2018,4,Merchant payments,7452,12637809.239460425
3637,sikkim,2018,4,Financial Services,717,596472.7145790398
3638,sikkim,2018,4,Others,1681,1939965.7540404093
3639,sikkim,2019,1,Peer-to-peer payments,121984,422987999.89472675
3640,sikkim,2019,1,Recharge & bill payments,96878,20711589.874598008
3641,sikkim,2019,1,Merchant payments,18346,11837344.846847566
3642,sikkim,2019,1,Financial Services,1225,191594.23340424805
3643,sikkim,2019,1,Others,1854,2265105.53451732
3644,sikkim,2019,2,Peer-to-peer payments,172125,674044301.8399961
3645,sikkim,2019,2,Recharge & bill payments,142582,32535297.489453897
3646,sikkim,2019,2,Merchant payments,66722,28248001.02647286
3647,sikkim,2019,2,Financial Services,2294,310197.54774877685
3648,sikkim,2019,2,Others,4521,3756445.53226958
3649,sikkim,2019,3,Peer-to-peer payments,203052,794235862.6317357
3650,sikkim,2019,3,Merchant payments,188753,52337322.5262961
3651,sikkim,2019,3,Recharge & bill payments,156125,33922224.892257094
3652,sikkim,2019,3,Financial Services,288,548142.8999844441
3653,sikkim,2019,3,Others,4218,3672895.4901549704
3654,sikkim,2019,4,Peer-to-peer payments,508471,1086457147.940953
3655,sikkim,2019,4,Recharge & bill payments,181287,42705664.08625737
3656,sikkim,2019,4,Merchant payments,73992,43954548.804204434
3657,sikkim,2019,4,Financial Services,373,494076.3450829056
3658,sikkim,2019,4,Others,2947,2898164.4797200123
3659,sikkim,2020,1,Peer-to-peer payments,230413,954765350.1856782
3660,sikkim,2020,1,Recharge & bill payments,215586,53588505.838823974
3661,sikkim,2020,1,Merchant payments,79881,43201695.38937264
3662,sikkim,2020,1,Financial Services,345,175569.53933206247
3663,sikkim,2020,1,Others,1893,1745150.991195219
3664,sikkim,2020,2,Recharge & bill payments,297620,78397187.10935993
3665,sikkim,2020,2,Peer-to-peer payments,186495,939900165.9422412
3666,sikkim,2020,2,Merchant payments,31442,34385184.65717751
3667,sikkim,2020,2,Financial Services,883,999656.0722047673
3668,sikkim,2020,2,Others,1291,936594.480283038
3669,sikkim,2020,3,Recharge & bill payments,298885,83894642.6709112
3670,sikkim,2020,3,Peer-to-peer payments,245087,1255521152.966514
3671,sikkim,2020,3,Merchant payments,49299,58337178.67223759
3672,sikkim,2020,3,Financial Services,1252,1795366.733436462
3673,sikkim,2020,3,Others,1912,1378387.6172995246
3674,sikkim,2020,4,Peer-to-peer payments,334069,1711730126.584541
3675,sikkim,2020,4,Recharge & bill payments,301382,90168624.05415541
3676,sikkim,2020,4,Merchant payments,95503,112478003.86391157
3677,sikkim,2020,4,Financial Services,1427,2361187.592392395
3678,sikkim,2020,4,Others,2654,2537863.027923054
3679,sikkim,2021,1,Peer-to-peer payments,403703,1965492629.578867
3680,sikkim,2021,1,Recharge & bill payments,279679,93174110.112334
3681,sikkim,2021,1,Merchant payments,112925,154183320.1372872
3682,sikkim,2021,1,Financial Services,1844,3027799.2784099854
3683,sikkim,2021,1,Others,2038,1789867.7338266163
3684,sikkim,2021,2,Peer-to-peer payments,473141,2125758496.616091
